Novo;Status;Natureza;Area;Competencia;Instituicao;LogoInstituicao;Tematica;Curso;CH;Link;Modalidade;Nivel;Custo;Publico;Plataforma;Administrador;Objetivo;Imagem;Sigla;Ini-Inscr;Fim-Inscr;Ini-Disp;Fim-Disp;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;FUNPRESP - A PREVIDÊNCIA COMPLEMENTAR DO SERVIDOR PÚBLICO FEDERAL;40;https://www.escolavirtual.gov.br/curso/196;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;FUNPRESP - A PREVIDÊNCIA COMPLEMENTAR DO SERVIDOR PÚBLICO FEDERAL;40;https://www.escolavirtual.gov.br/curso/196;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;FUNPRESP PARA RH - A PREVIDÊNCIA COMPLEMENTAR DO SERVIDOR PÚBLICO FEDERAL;50;https://www.escolavirtual.gov.br/curso/197;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;PREVIDÊNCIA;FUNPRESP PARA RH - A PREVIDÊNCIA COMPLEMENTAR DO SERVIDOR PÚBLICO FEDERAL;50;https://www.escolavirtual.gov.br/curso/197;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;GARANTIA DE DIREITOS E ATENÇÃO À PESSOA IDOSA;30;https://www.escolavirtual.gov.br/curso/624;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GERENCIAMENTO DE CONTINUIDADE DE NEGÓCIOS NA ADMINISTRAÇÃO PÚBLICA;25;https://www.escolavirtual.gov.br/curso/808;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTEC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GERENCIAMENTO DE PROJETOS NA PRÁTICA;40;https://www.escolavirtual.gov.br/curso/680;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GERENCIAMENTO DE PROJETOS NA PRÁTICA;40;https://www.escolavirtual.gov.br/curso/680;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GERENCIAMENTO DE PROJETOS NA PRÁTICA;40;https://www.escolavirtual.gov.br/curso/680;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GERENCIAMENTO DE PROJETOS NA PRÁTICA;40;https://www.escolavirtual.gov.br/curso/680;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GERENCIAMENTO DE PROJETOS NA PRÁTICA;40;https://www.escolavirtual.gov.br/curso/680;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COGER;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;TECNOLOGIA DA INFORMAÇÃO;GERENCIAMENTO DE SERVIÇOS DE TIC FOCADO NA ADMINISTRAÇÃO PÚBLICA;25;https://www.escolavirtual.gov.br/curso/535;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;LIDERANÇA;GESTÃO COM PESSOAS;60;https://eskadauema.com/course/view.php?id=13;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DA ESTRATÉGIA;GESTÃO DA ESTRATÉGIA COM BSC - FUNDAMENTOS;20;https://www.escolavirtual.gov.br/curso/103;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;GESTÃO DA INFORMAÇÃO E DOCUMENTAÇÃO - CONCEITOS BÁSICOS EM GESTÃO DOCUMENTAL;20;https://www.escolavirtual.gov.br/curso/73;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;IFES;;GESTÃO DE PESSOAS;GESTÃO DA LIDERANÇA PARA MELHORES RESULTADOS;60;https://mooc.cefor.ifes.edu.br/moodle/enrol/index.php?id=511;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DA MUDANÇA;20;https://suap.enap.gov.br/vitrine/curso/2057/?area=9;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DA MUDANÇA;20;https://suap.enap.gov.br/vitrine/curso/2057/?area=9;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DA MUDANÇA;20;https://suap.enap.gov.br/vitrine/curso/2057/?area=9;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DA MUDANÇA;20;https://suap.enap.gov.br/vitrine/curso/2057/?area=9;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;GEEad;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/geead-logo.png;GESTÃO DE PESSOAS;GESTÃO DE CONFLITOS;30;https://portalgeead.cps.sp.gov.br/mooc/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;RESOLUÇÃO DE CONFLITOS;GESTÃO DE CONFLITOS E NEGOCIAÇÃO;20;https://www.escolavirtual.gov.br/curso/372/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;GESTÃO DE DIVERSIDADE NO SERVIÇO PÚBLICO;22;https://suap.enap.gov.br/vitrine/curso/2380/?area=44;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE DIVERSIDADE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;GESTÃO DE DIVERSIDADE NO SERVIÇO PÚBLICO;22;https://suap.enap.gov.br/vitrine/curso/2380/?area=44;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;DIVERSIDADE;GESTÃO DE DIVERSIDADE NO SERVIÇO PÚBLICO;22;https://suap.enap.gov.br/vitrine/curso/2380/?area=44;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;IFRS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ifrs-logo.png;GESTÃO DOCUMENTAL;GESTÃO DE DOCUMENTOS E ARQUIVISTA - TURMA 2025A;30;https://aprendamais.mec.gov.br/enrol/index.php?id=1962;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;COMUNICAÇÃO;GESTÃO DE EQUIPES EM TRABALHO REMOTO;20;https://www.escolavirtual.gov.br/curso/334/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES EM TRABALHO REMOTO;20;https://www.escolavirtual.gov.br/curso/334/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;25;https://www.escolavirtual.gov.br/curso/957;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;AUDIT;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;25;https://www.escolavirtual.gov.br/curso/957;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;25;https://www.escolavirtual.gov.br/curso/957;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;25;https://www.escolavirtual.gov.br/curso/957;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES HÍBRIDAS E DESAFIOS PARA A CULTURA ORGANIZACIONAL;25;https://www.escolavirtual.gov.br/curso/957;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO DE EQUIPES PARA CHEFES DE UNIDADES DE EXECUÇÃO DO PGD;30;https://www.escolavirtual.gov.br/curso/1417;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;20;https://www.escolavirtual.gov.br/curso/939;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;20;https://www.escolavirtual.gov.br/curso/939;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GESTÃO DE FISCALIZAÇÃO DE CONTRATOS ADMINISTRATIVOS;20;https://www.escolavirtual.gov.br/curso/939;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;TCU;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/tcu-logo.png;GESTÃO;GESTÃO DE INCIDENTES;2;https://contas.tcu.gov.br/ords/f?p=ISCNET2_PAR:106:7495503131826::NO:106:P106_COD:252385;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GESTÃO DE PROJETOS;10;https://www.escolavirtual.gov.br/curso/787;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PROJETOS;GESTÃO DE PROJETOS;10;https://www.escolavirtual.gov.br/curso/787;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ENSINO E APRENDIZAGEM;GESTÃO DE PROJETOS EDUCACIONAIS;30;https://www.escolavirtual.gov.br/curso/415;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGREC;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);20;https://www.escolavirtual.gov.br/curso/300/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);20;https://www.escolavirtual.gov.br/curso/300/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS EM PROCESSOS DE TRABALHO (SEGUNDO O COSO);20;https://www.escolavirtual.gov.br/curso/300/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;10;https://www.escolavirtual.gov.br/curso/724/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;COMITÊ DE ÉTICA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS EM PROJETOS DE TRANSFORMAÇÃO DIGITAL;10;https://www.escolavirtual.gov.br/curso/724/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;21;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;21;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;21;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;21;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;21;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE RISCOS;GESTÃO DE RISCOS NAS CONTRATAÇÕES PÚBLICAS;21;https://suap.enap.gov.br/vitrine/curso/2070/?area=8;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGPE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO CONHECIMENTO;GESTÃO DO CONHECIMENTO NO SETOR PÚBLICO;20;https://www.escolavirtual.gov.br/curso/414/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGOF;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO CONHECIMENTO;GESTÃO DO CONHECIMENTO NO SETOR PÚBLICO;20;https://www.escolavirtual.gov.br/curso/414/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO CONHECIMENTO;GESTÃO DO CONHECIMENTO: TEORIA E PRÁTICAS;20;https://www.escolavirtual.gov.br/curso/904/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO CONHECIMENTO;GESTÃO DO CONHECIMENTO: TEORIA E PRÁTICAS;20;https://www.escolavirtual.gov.br/curso/904/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;GEEad;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/geead-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO;6;https://mooc.cps.sp.gov.br/mooc21/login/index.php;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;KULTIVI;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/kultivi-logo.png;GESTÃO;GESTAO DO TEMPO E PRODUTIVIDADE;;https://app.kultivi.com/dashboard/course/gestao-de-tempo-e-produtividade;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO E PRODUTIVIDADE;40;https://www.escolavirtual.gov.br/curso/468;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO E PRODUTIVIDADE;40;https://www.escolavirtual.gov.br/curso/468;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO E PRODUTIVIDADE;40;https://www.escolavirtual.gov.br/curso/468;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO E PRODUTIVIDADE;40;https://www.escolavirtual.gov.br/curso/468;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGLI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO E PRODUTIVIDADE;40;https://www.escolavirtual.gov.br/curso/468;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;ENAP;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DO TEMPO;GESTÃO DO TEMPO E PRODUTIVIDADE;40;https://www.escolavirtual.gov.br/curso/468;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;GESTÃO DOCUMENTAL;30;https://www.escolavirtual.gov.br/curso/703;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;ESKADA;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/eskada-logo.png;GESTÃO DOCUMENTAL;GESTÃO DOCUMENTAL;60;https://eskadauema.com/course/view.php?id=84;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;GAB PR;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ÉTICA;GESTÃO E APURAÇÃO DA ÉTICA - BÁSICO;14;https://suap.enap.gov.br/vitrine/curso/2032/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CQUAL;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;ÉTICA;GESTÃO E APURAÇÃO DA ÉTICA PÚBLICA - AVANÇADO;17;https://suap.enap.gov.br/vitrine/curso/2034/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DOCUMENTAL;GESTÃO E PRESERVAÇÃO DE DOCUMENTOS DIGITAIS;26;https://www.escolavirtual.gov.br/curso/857;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGTI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO EM OUVIDORIA;GESTÃO EM OUVIDORIA;20;https://www.escolavirtual.gov.br/curso/119/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;OUVID;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;GESTÃO DA ESTRATÉGIA;GESTÃO ESTRATÉGICA COM FOCO NA ADMININSTRAÇÃO PÚBLICA;40;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;Senado Federal;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/senado-logo.png;GESTÃO DA ESTRATÉGIA;GESTÃO ESTRATÉGICA COM FOCO NA ADMININSTRAÇÃO PÚBLICA;40;https://saberes.senado.leg.br/course/index.php?categoryid=358;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGDI;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DE PESSOAS;GESTÃO ESTRATÉGICA DE PESSOAS NO SETOR PÚBLICO E O SISTEMA DE CARREIRAS;20;https://www.escolavirtual.gov.br/curso/685/;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRMA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;GESTÃO DA ESTRATÉGIA;GESTÃO ESTRATÉGICA E EXECUÇÃO DO PLANO DE GOVERNO NO DIA A DIA;10;https://www.escolavirtual.gov.br/curso/496;Autoinstrucional;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;DIRPA;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;LICITAÇÕES E CONTRATOS NA ADM PÚBLICA;GESTÃO EXECUTIVA PARA ORDENADORES DE DESPESA;21;https://suap.enap.gov.br/vitrine/curso/2588/;Síncrono;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;PFE;;IFRS;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/ifrs-logo.png;ORÇAMENTO PÚBLICO;GESTÃO FINANCEIRA - TURMA 2025A;40;https://aprendamais.mec.gov.br/enrol/index.php?id=1969;Híbrido;;;;;;;;;;;;;;
;ABERTO;Educação Corporativa;CGRH;;Enap;https://www.gov.br/inpi/pt-br/servicos/a-academia/educacao-corporativa/arquivos/imagens/enap-logo.png;MODELAGEM DE ESTRUTURA ORGANIZACIONAL;GESTÃO INTEGRADA NA ADMINISTRAÇÃO PÚBLICA;23;https://suap.enap.gov.br/vitrine/curso/2743/?area=9;Síncrono;;;;;;;;;;;;;;
